% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
182	3	1	3	0	28	749	0	1	2
183	1	1	3	0	28	749	0	1	0
183	1	2	1	0	28	749	0	1	0
183	1	3	2	0	28	749	0	1	0
183	2	2	1	0	28	749	0	1	1
183	2	3	2	0	28	749	0	1	1
183	2	1	3	0	28	749	0	1	1
183	3	2	1	0	28	749	0	1	2
183	3	3	2	0	28	749	0	1	2
183	3	1	3	0	28	749	0	1	2
184	1	1	3	0	28	749	0	1	0
184	1	2	1	0	28	749	0	1	0
184	1	3	2	0	28	749	0	1	0
184	2	2	1	0	28	749	0	1	1
184	2	3	2	0	28	749	0	1	1
184	2	1	3	0	28	749	0	1	1
184	3	2	1	0	28	749	0	1	2
184	3	3	2	0	28	749	0	1	2
184	3	1	3	0	28	749	0	1	2
185	1	1	3	0	28	749	0	1	0
185	1	2	1	0	28	749	0	1	0
185	1	3	2	0	28	749	0	1	0
185	2	2	1	0	28	749	0	1	1
185	2	3	2	0	28	749	0	1	1
185	2	1	3	0	28	749	0	1	1
185	3	2	1	0	28	749	0	1	2
185	3	3	2	0	28	749	0	1	2
185	3	1	3	0	28	749	0	1	2
186	1	1	3	0	28	749	0	1	0
186	1	2	1	0	28	749	0	1	0
186	1	3	2	0	28	749	0	1	0
186	2	2	1	0	28	749	0	1	1
186	2	3	2	0	28	749	0	1	1
186	2	1	3	0	28	749	0	1	1
186	3	2	1	0	28	749	0	1	2
186	3	3	2	0	28	749	0	1	2
186	3	1	3	0	28	749	0	1	2
187	1	1	3	0	28	749	0	1	0
187	1	2	1	0	28	749	0	1	0
187	1	3	2	0	28	749	0	1	0
187	2	2	1	0	28	749	0	1	1
187	2	3	2	0	28	749	0	1	1
187	2	1	3	0	28	749	0	1	1
187	3	2	1	0	28	749	0	1	2
187	3	3	2	0	28	749	0	1	2
187	3	1	3	0	28	749	0	1	2
188	1	1	3	0	28	749	0	1	0
188	1	2	1	0	28	749	0	1	0
188	1	3	2	0	28	749	0	1	0
188	2	2	1	0	28	749	0	1	1
188	2	3	2	0	28	749	0	1	1
188	2	1	3	0	28	749	0	1	1
188	3	2	1	0	28	749	0	1	2
188	3	3	2	0	28	749	0	1	2
188	3	1	3	0	28	749	0	1	2
189	1	1	3	0	28	749	0	1	0
189	1	2	1	0	28	749	0	1	0
189	1	3	2	0	28	749	0	1	0
189	2	2	1	0	28	749	0	1	1
189	2	3	2	0	28	749	0	1	1
189	2	1	3	0	28	749	0	1	1
189	3	2	1	0	28	749	0	1	2
189	3	3	2	0	28	749	0	1	2
189	3	1	3	0	28	749	0	1	2
190	1	1	3	0	28	749	0	1	0
190	1	2	1	0	28	749	0	1	0
190	1	3	2	0	28	749	0	1	0
190	2	2	1	0	28	749	0	1	1
190	2	3	2	0	28	749	0	1	1
190	2	1	3	0	28	749	0	1	1
190	3	2	1	0	28	749	0	1	2
190	3	3	2	0	28	749	0	1	2
190	3	1	3	0	28	749	0	1	2
191	1	1	3	0	28	749	0	1	0
191	1	2	1	0	28	749	0	1	0
191	1	3	2	0	28	749	0	1	0
191	2	2	1	0	28	749	0	1	1
191	2	3	2	0	28	749	0	1	1
191	2	1	3	0	28	749	0	1	1
191	3	2	1	0	28	749	0	1	2
191	3	3	2	0	28	749	0	1	2
191	3	1	3	0	28	749	0	1	2
192	1	1	3	0	28	749	0	1	0
192	1	2	1	0	28	749	0	1	0
192	1	3	2	0	28	749	0	1	0
192	2	2	1	0	28	749	0	1	1
192	2	3	2	0	28	749	0	1	1
192	2	1	3	0	28	749	0	1	1
192	3	2	1	0	28	749	0	1	2
192	3	3	2	0	28	749	0	1	2
192	3	1	3	0	28	749	0	1	2
193	1	1	3	0	28	749	0	1	0
193	1	2	1	0	28	749	0	1	0
193	1	3	2	0	28	749	0	1	0
193	2	2	1	0	28	749	0	1	1
193	2	3	2	0	28	749	0	1	1
193	2	1	3	0	28	749	0	1	1
193	3	2	1	0	28	749	0	1	2
193	3	3	2	0	28	749	0	1	2
193	3	1	3	0	28	749	0	1	2
194	1	1	3	0	28	749	0	1	0
194	1	2	1	0	28	749	0	1	0
194	1	3	2	0	28	749	0	1	0
194	2	2	1	0	28	749	0	1	1
194	2	3	2	0	28	749	0	1	1
194	2	1	3	0	28	749	0	1	1
194	3	2	1	0	28	749	0	1	2
194	3	3	2	0	28	749	0	1	2
194	3	1	3	0	28	749	0	1	2
195	1	1	3	0	28	749	0	1	0
195	1	2	1	0	28	749	0	1	0
195	1	3	2	0	28	749	0	1	0
195	2	2	1	0	28	749	0	1	1
195	2	3	2	0	28	749	0	1	1
195	2	1	3	0	28	749	0	1	1
195	3	2	1	0	28	749	0	1	2
195	3	3	2	0	28	749	0	1	2
195	3	1	3	0	28	749	0	1	2
196	1	1	3	0	28	749	0	1	0
196	1	2	1	0	28	749	0	1	0
196	1	3	2	0	28	749	0	1	0
196	2	2	1	0	28	749	0	1	1
196	2	3	2	0	28	749	0	1	1
196	2	1	3	0	28	749	0	1	1
196	3	2	1	0	28	749	0	1	2
196	3	3	2	0	28	749	0	1	2
196	3	1	3	0	28	749	0	1	2
197	1	1	3	0	28	749	0	1	0
197	1	2	1	0	28	749	0	1	0
197	1	3	2	0	28	749	0	1	0
197	2	2	1	0	28	749	0	1	1
197	2	3	2	0	28	749	0	1	1
197	2	1	3	0	28	749	0	1	1
197	3	2	1	0	28	749	0	1	2
197	3	3	2	0	28	749	0	1	2
197	3	1	3	0	28	749	0	1	2
198	1	1	3	0	28	749	0	1	0
198	1	2	1	0	28	749	0	1	0
198	1	3	2	0	28	749	0	1	0
198	2	2	1	0	28	749	0	1	1
198	2	3	2	0	28	749	0	1	1
198	2	1	3	0	28	749	0	1	1
198	3	2	1	0	28	749	0	1	2
198	3	3	2	0	28	749	0	1	2
198	3	1	3	0	28	749	0	1	2
199	1	1	3	0	28	749	0	1	0
199	1	2	1	0	28	749	0	1	0
199	1	3	2	0	28	749	0	1	0
199	2	2	1	0	28	749	0	1	1
